system_id,sample_method_id,ProjektNr,Befu,ProbNr,method_type,method_name
1740,,19_0013,A8090,19_0013_0004,"MIN0,25",nein
1741,,19_0013,A8090,19_0013_0005,"MIN0,25",nein
1742,,19_0013,A8090,19_0013_0006,"MIN0,25",nein
1743,,19_0013,A8090,19_0013_0017,"MIN0,25",nein
1744,,19_0013,A9063,19_0013_0001,"MIN0,25",nein
1745,,19_0013,A9063,19_0013_0002,"MIN0,25",nein
1746,,19_0013,A9063,19_0013_0003,"MIN0,25",nein
1747,,19_0013,A9063,19_0013_0016,"MIN0,25",nein
1748,,19_0014,A10143,19_0014_0040,"MIN0,25",nein
1749,,19_0014,A10153,19_0014_0037,"MIN0,25",nein
1750,,19_0014,A10189,19_0014_0042,"MIN0,25",nein
1751,,19_0014,A10229,19_0014_0039,"MIN0,25",nein
1752,,19_0014,A10697,19_0014_0067,"MIN0,25",nein
1753,,19_0014,A10990,19_0014_0055,"MIN0,25",nein
1754,,19_0014,A11339,19_0014_0068,"MIN0,25",nein
1755,,19_0014,A1196,19_0014_0044,"MIN0,25",nein
1756,,19_0014,A12024,19_0014_0056,"MIN0,25",nein
1757,,19_0014,A12024,19_0014_0057,"MIN0,25",nein
1758,,19_0014,A12034,19_0014_0058,"MIN0,25",nein
1759,,19_0014,A12435,19_0014_0069,"MIN0,25",nein
1760,,19_0014,A13064,19_0014_0071,"MIN0,25",nein
1761,,19_0014,A13200,19_0014_0041,"MIN0,25",nein
1762,,19_0014,A13299,19_0014_0072,"MIN0,25",nein
1763,,19_0014,A13837,19_0014_0060,"MIN0,25",nein
1764,,19_0014,A15333,19_0014_0061,"MIN0,25",nein
1765,,19_0014,A15344,19_0014_0074,"MIN0,25",nein
1766,,19_0014,A15554,19_0014_0075,"MIN0,25",nein
1767,,19_0014,A15736,19_0014_0059,"MIN0,25",nein
1768,,19_0014,A16771,19_0014_0008,"MIN0,25",nein
1769,,19_0014,A16783,19_0014_0005,"MIN0,25",nein
1770,,19_0014,A17294,19_0014_0016,"MIN0,25",nein
1771,,19_0014,A1875,19_0014_0046,"MIN0,25",nein
1772,,19_0014,A1931,19_0014_0047,"MIN0,25",nein
1773,,19_0014,A1998,19_0014_0048,"MIN0,25",nein
1774,,19_0014,A2019,19_0014_0049,"MIN0,25",nein
1775,,19_0014,A2029,19_0014_0050,"MIN0,25",nein
1776,,19_0014,A2114,19_0014_0051,"MIN0,25",nein
1777,,19_0014,A3019,19_0014_0052,"MIN0,25",nein
1778,,19_0014,A3170,19_0014_0066,"MIN0,25",nein
1779,,19_0014,A3650,19_0014_0053,"MIN0,25",nein
1780,,19_0014,A4115,19_0014_0023,"MIN0,25",nein
1781,,19_0014,A4365,19_0014_0054,"MIN0,25",nein
1782,,19_0014,A5192,19_0014_0020,"MIN0,25",nein
1783,,19_0014,A5213,19_0014_0019,"MIN0,25",nein
1784,,19_0014,A5223,19_0014_0018,"MIN0,25",nein
1785,,19_0014,A5254,19_0014_0029,"MIN0,25",nein
1786,,19_0014,A5282,19_0014_0021,"MIN0,25",nein
1787,,19_0014,A5294,19_0014_0022,"MIN0,25",nein
1788,,19_0014,A5307,19_0014_0024,"MIN0,25",nein
1789,,19_0014,A5334,19_0014_0063,"MIN0,25",nein
1790,,19_0014,A6041,19_0014_0034,"MIN0,25",nein
1791,,19_0014,A6135,19_0014_0015,"MIN0,25",nein
1792,,19_0014,A6146,19_0014_0033,"MIN0,25",nein
1793,,19_0014,A6157,19_0014_0035,"MIN0,25",nein
1794,,19_0014,A6178,19_0014_0017,"MIN0,25",nein
1795,,19_0014,A6194,19_0014_0025,"MIN0,25",nein
1796,,19_0014,A7199,19_0014_0032,"MIN0,25",nein
1797,,19_0014,A7253,19_0014_0014,"MIN0,25",nein
1798,,19_0014,A7263,19_0014_0030,"MIN0,25",nein
1799,,19_0014,A7294,19_0014_0013,"MIN0,25",nein
1800,,19_0014,A7306,19_0014_0036,"MIN0,25",nein
1801,,19_0014,A785,19_0014_0043,"MIN0,25",nein
1802,,19_0014,A8079,19_0014_0007,"MIN0,25",nein
1803,,19_0014,A8103,19_0014_0009,"MIN0,25",nein
1804,,19_0014,A8114,19_0014_0011,"MIN0,25",nein
1805,,19_0014,A8142,19_0014_0026,"MIN0,25",nein
1806,,19_0014,A8178,19_0014_0031,"MIN0,25",nein
1807,,19_0014,A8189,19_0014_0012,"MIN0,25",nein
1808,,19_0014,A8234,19_0014_0010,"MIN0,25",nein
1809,,19_0014,A9000,19_0014_0027,"MIN0,25",nein
1810,,19_0014,A9052,19_0014_0028,"MIN0,25",nein
1811,,19_0014,A9075,19_0014_0003,"MIN0,25",nein
1812,,19_0014,A9111,19_0014_0001,"MIN0,25",nein
1813,,19_0014,A9126,19_0014_0004,"MIN0,25",nein
1814,,19_0014,A9199,19_0014_0006,"MIN0,25",nein
1815,,19_0014,A957,19_0014_0064,"MIN0,25",nein
1816,,19_0014,A973,19_0014_0065,"MIN0,25",nein
1817,,19_0014,A9847,19_0014_0002,"MIN0,25",nein
1818,,22_0005,11200,22_0005_0001,"MIN0,25",nein
1819,,22_0005,11201,22_0005_0002,"MIN0,25",nein
1820,,22_0005,11221,22_0005_0003,"MIN0,25",nein
1821,,22_0005,12026,22_0005_0004,"MIN0,25",nein
1822,,22_0005,200125,22_0005_0012,"MIN0,25",nein
1823,,22_0005,200149,22_0005_0013,"MIN0,25",nein
1824,,22_0005,200177,22_0005_0009,"MIN0,25",nein
1825,,22_0005,200473,22_0005_0005,"MIN0,25",nein
1826,,22_0005,200475,22_0005_0006,"MIN0,25",nein
1827,,22_0005,23362,22_0005_0010,"MIN0,25",nein
1828,,22_0005,23434,22_0005_0007,"MIN0,25",nein
1829,,22_0005,23491,22_0005_0008,"MIN0,25",nein
1830,,22_0005,23988,22_0005_0011,"MIN0,25",nein
1831,,22_0015,A2076,22_0015_0017,"MIN0,25",
1832,,22_0015,A2154,22_0015_0020,"MIN0,25",
1833,,22_0015,A2874 G2976,22_0015_0014,"MIN0,25",
1834,,22_0015,A4796,22_0015_0013,"MIN0,25",
1835,,22_0015,M153 St 1,22_0015_0006,"MIN0,25",
1836,,22_0015,M153 St 2,22_0015_0007,"MIN0,25",
1837,,22_0015,M160 St 1,22_0015_0001,"MIN0,25",
1838,,22_0015,M167 St 1,22_0015_0002,"MIN0,25",
1839,,22_0015,M167 St 2,22_0015_0003,"MIN0,25",
1840,,22_0015,M167 St 3,22_0015_0004,"MIN0,25",
1841,,22_0015,M167 St 4,22_0015_0005,"MIN0,25",
1842,,22_0015,M32 Undre del,2022_0015_0009,"MIN0,25",
1843,,22_0015,M32 Övre del,2022_0015_0008,"MIN0,25",
1844,,22_0015,M99 A5085,2022_0015_0010,"MIN0,25",
1845,,22_0015,M99 A5085,2022_0015_0012,"MIN0,25",
1846,,DanaBunar2,31,17 depth 0.10-0.20,"MIN0,25",nein
1847,,DanaBunar2,31,17a depth 0.00-0.20,"MIN0,25",nein
1848,,DanaBunar2,32,51 depth 0.00-0.10,"MIN0,25",nein
1849,,DanaBunar2,32,52 depth 0.10-0.20,"MIN0,25",nein
1850,,DanaBunar2,32,53 depth 0.00-0.10,"MIN0,25",nein
1851,,DanaBunar2,33,18 depth 0.20-0.30,"MIN0,25",nein
1852,,DanaBunar2,33,19 depth 0.00-0.10,"MIN0,25",nein
1853,,DanaBunar2,33,20 depth 0.10-0.30,"MIN0,25",nein
1854,,DanaBunar2,33,21 depth 0.30-0.40,"MIN0,25",nein
1855,,DanaBunar2,33,22 depth 0.20-0.30,"MIN0,25",nein
1856,,DanaBunar2,37,39 depth 0.10-0.20,"MIN0,25",nein
1857,,DanaBunar2,37,40 depth 0.20-0.30,"MIN0,25",nein
1858,,DanaBunar2,37,41 depth 0.00-0.10,"MIN0,25",nein
1859,,DanaBunar2,37,42 depth 0.00-0.10,"MIN0,25",nein
1860,,DanaBunar2,38,1 depth 0.48-0.58,"MIN0,25",nein
1861,,DanaBunar2,38,2 depth 0.35-0.45,"MIN0,25",nein
1862,,DanaBunar2,38,3 depth 0.35-0.45,"MIN0,25",nein
1863,,DanaBunar2,38,4 depth 0.00-0.10,"MIN0,25",nein
1864,,DanaBunar2,38,5 depth 0.30-0.50,"MIN0,25",nein
1865,,DanaBunar2,39,47 depth 0.00-0.10,"MIN0,25",nein
1866,,DanaBunar2,39,48 depth 0.10-0.20,"MIN0,25",nein
1867,,DanaBunar2,41,44 depth 0.00-0.10,"MIN0,25",nein
1868,,DanaBunar2,41,46 depth 0.30-0.40,"MIN0,25",nein
1869,,DanaBunar2,42,10 depth 0.10-0.20,"MIN0,25",nein
1870,,DanaBunar2,42,6 depth 0.00-0.10,"MIN0,25",nein
1871,,DanaBunar2,42,7 depth 0.00-0.10,"MIN0,25",nein
1872,,DanaBunar2,42,8 depth 0.10-0.20,"MIN0,25",nein
1873,,DanaBunar2,42,9 depth 0.10-0.20,"MIN0,25",nein
1874,,DanaBunar2,44,87 depth 0.06-0.16,"MIN0,25",nein
1875,,DanaBunar2,44,88 depth 0.20-0.30,"MIN0,25",nein
1876,,DanaBunar2,44,89 depth 0.30-0.40,"MIN0,25",nein
1877,,DanaBunar2,44,90 depth 0.16-0.26,"MIN0,25",nein
1878,,DanaBunar2,44,91 depth 0.10-0.20,"MIN0,25",nein
1879,,DanaBunar2,44,92 depth 0.00-0.10,"MIN0,25",nein
1880,,DanaBunar2,44,93 depth 0.30-0.40,"MIN0,25",nein
1881,,DanaBunar2,46,30 depth 0.60-0.70,"MIN0,25",nein
1882,,DanaBunar2,46,31 depth 0.50-0.60,"MIN0,25",nein
1883,,DanaBunar2,46,32 depth 0.60-0.70,"MIN0,25",nein
1884,,DanaBunar2,46,33 depth 0.30-0.40,"MIN0,25",nein
1885,,DanaBunar2,46,34 depth 0.40-0.50,"MIN0,25",nein
1886,,DanaBunar2,46,35 depth 0.30-0.40,"MIN0,25",nein
1887,,DanaBunar2,47,49 depth 0.10-0.20,"MIN0,25",nein
1888,,DanaBunar2,47,50 depth 0.10-0.20,"MIN0,25",nein
1889,,DanaBunar2,55,54 depth 1.00-1.10,"MIN0,25",nein
1890,,DanaBunar2,55,55 depth 1.00-1.10,"MIN0,25",nein
1891,,DanaBunar2,58,23 depth 0.10-0.20,"MIN0,25",nein
1892,,DanaBunar2,58,24 depth 0.30-0.40,"MIN0,25",nein
1893,,DanaBunar2,58,25 depth 0.00-0.10,"MIN0,25",nein
1894,,DanaBunar2,58,26 depth 0.10-0.20,"MIN0,25",nein
1895,,DanaBunar2,58,27 depth 0.30-0.40,"MIN0,25",nein
1896,,DanaBunar2,58,28 depth 0.20-0.30,"MIN0,25",nein
1897,,DanaBunar2,64,11 depth 0.10-0.20,"MIN0,25",nein
1898,,DanaBunar2,64,12 depth 0.36-0.46,"MIN0,25",nein
1899,,DanaBunar2,64,13 depth 0.26-0.36,"MIN0,25",nein
1900,,DanaBunar2,64,16 depth 0.48-0.58,"MIN0,25",nein
1901,,Iswid,2709_fond,Isw 2013/32,"MIN0,25",
1902,,Iswid,2905 fond,Isw 2013/26,"MIN0,25",
1903,,Iswid,2913 fond,Isw 2013/33,"MIN0,25",
1904,,Iswid,foyer 2174,Isw 2013/15,"MIN0,25",
1905,,Iswid,US 10503,Isw 2013/8,"MIN0,25",
1906,,Iswid,US 10521,Isw 2013/20,"MIN0,25",
1907,,Iswid,US 10534,Isw 2013/21,"MIN0,25",
1908,,Iswid,US 10610,Isw 2013/25,"MIN0,25",
1909,,Iswid,US 11004,Isw 2013/22,"MIN0,25",
1910,,Iswid,US 11012,Isw 2013/27,"MIN0,25",
1911,,Iswid,US 11067,Isw 2013/28,"MIN0,25",
1912,,Iswid,US 12025,Isw 2013/25,"MIN0,25",
1913,,Iswid,US 12040,Isw 2013/29,"MIN0,25",
1914,,Iswid,US 12047,Isw 2013/30,"MIN0,25",
1915,,Iswid,US 12504,Isw 2013/31,"MIN0,25",
1916,,Iswid,US 13017,Isw 2015/18,"MIN0,25",
1917,,Iswid,US 13017,Isw 2016/41,"MIN0,25",
1918,,Iswid,US 13065,Isw 2015/25,"MIN0,25",
1919,,Iswid,US 13066,Isw 2015/4,"MIN0,25",
1920,,Iswid,US 13083,Isw 2015/22,"MIN0,25",
1921,,Iswid,US 13099,Isw 2015/9,"MIN0,25",
1922,,Iswid,US 13145,Isw 2015/21,"MIN0,25",
1923,,Iswid,US 13516,Isw 2015/8,"MIN0,25",
1924,,Iswid,US 13526,Isw 2015/2,"MIN0,25",
1925,,Iswid,US 13572,Isw 2015/12,"MIN0,25",
1926,,Iswid,US 13610,Isw 2015/11,"MIN0,25",
1927,,Iswid,US 13632,Isw 2016/15,"MIN0,25",
1928,,Iswid,US 13639,Isw2015/26,"MIN0,25",
1929,,Iswid,US 13657,Isw 2015/17,"MIN0,25",
1930,,Iswid,US 13705,Isw 2015/10,"MIN0,25",
1931,,Iswid,US 13791,Isw 2015/5,"MIN0,25",
1932,,Iswid,US 13791 (3),Isw 2015/7,"MIN0,25",
1933,,Iswid,US 13802,Isw 2015/20,"MIN0,25",
1934,,Iswid,US 13971,Isw 2015/7,"MIN0,25",
1935,,Iswid,US 14021,Isw 2015/1,"MIN0,25",
1936,,Iswid,US 14038,Isw 2015/3,"MIN0,25",
1937,,Iswid,US 14050,Isw 2015/24,"MIN0,25",
1938,,Iswid,US 14078,Isw 2916/23,"MIN0,25",
1939,,Iswid,US 14131,Isw 2015/13,"MIN0,25",
1940,,Iswid,US 14131,Isw 2016/12,"MIN0,25",
1941,,Iswid,US 14158,Isw 2015/14,"MIN0,25",
1942,,Iswid,US 14418,Isw 2016/34,"MIN0,25",
1943,,Iswid,US 14495,Isw 16/37,"MIN0,25",
1944,,Iswid,US 14509,16-Jan,"MIN0,25",
1945,,Iswid,US 14636,Isw 16/35,"MIN0,25",
1946,,Iswid,US 15067,Isw 2017/7,"MIN0,25",
1947,,Iswid,US 15071,Isw 17/4,"MIN0,25",
1948,,Iswid,US 15108,Isw 17/1,"MIN0,25",
1949,,Iswid,US 15140,Isw17/26,"MIN0,25",
1950,,Iswid,US 16183,Isw 2017/8,"MIN0,25",
1951,,Iswid,US 16287_F4185 (TR.),Isw 17/23,"MIN0,25",
1952,,Iswid,US 16323_F4199(foye,Isw 17/29,"MIN0,25",
1953,,Iswid,US 6712,Isw 2013/13,"MIN0,25",
1954,,Iswid,US 6773,Isw 2013/7,"MIN0,25",
1955,,Iswid,US 6803,Isw 2013/10,"MIN0,25",
1956,,Iswid,US 6810,Isw 2013/5,"MIN0,25",
1957,,Iswid,US 6827,Isw 2013/2,"MIN0,25",
1958,,Iswid,US 6854,Isw 2013/4,"MIN0,25",
1959,,Iswid,US 6863,Isw 2013/12,"MIN0,25",
1960,,Iswid,US 6875,Isw 2013/14,"MIN0,25",
1961,,Iswid,US 9036,Isw 2013/3,"MIN0,25",
1962,,Iswid,US 9200,Isw 2013/1,"MIN0,25",
1963,,Iswid,US 9321,Isw 2013/6,"MIN0,25",
1964,,Iswid,US 9404_foyer 2093,Isw 2013/17,"MIN0,25",
1965,,Iswid,US 9519,Isw 2013/11,"MIN0,25",
1966,,Iswid,US 9859/9860,Isw 2013/16,"MIN0,25",
1967,,Iswid,US 9870_foyer2163,1,"MIN0,25",
1968,,Iswid,US 9880_foyer 2166,Isw 2013/19,"MIN0,25",
